Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"PRMW","PRIMO WATER CORP","Nichtzyklische Konsumgüter","Aktien","1.155.092,90","0,04","1.155.092,90","76.125,00","15,17","Kanada","Toronto Stock Exchange","CAD"
"INPST","INPOST SA","Industrie","Aktien","1.154.526,77","0,04","1.154.526,77","107.700,00","10,72","Niederlande","Euronext Amsterdam","EUR"
"HIMS","HIMS HERS HEALTH INC CLASS A","Gesundheitsversorgung","Aktien","1.152.729,81","0,04","1.152.729,81","99.459,00","11,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8954","ORIX JREIT REIT INC","Immobilien","Aktien","1.152.935,04","0,04","1.152.935,04","893,00","1.291,08","Japan","Tokyo Stock Exchange","JPY"
"FPE3","FUCHS PETROLUB PREF","Materialien","Aktien","1.151.706,05","0,04","1.151.706,05","29.140,00","39,52","Deutschland","Xetra","EUR"
"ABM","ABM INDUSTRIES INC","Industrie","Aktien","1.151.150,30","0,04","1.151.150,30","27.035,00","42,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6481","THK LTD","Industrie","Aktien","1.150.449,82","0,04","1.150.449,82","51.700,00","22,25","Japan","Tokyo Stock Exchange","JPY"
"WDFC","WD-40","Nichtzyklische Konsumgüter","Aktien","1.150.206,40","0,04","1.150.206,40","6.041,00","190,40","Vereinigte Staaten","NASDAQ","USD"
"3197","SKYLARK HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","1.149.335,00","0,04","1.149.335,00","85.800,00","13,40","Japan","Tokyo Stock Exchange","JPY"
"HER","HERA","Versorger","Aktien","1.146.825,77","0,04","1.146.825,77","367.844,00","3,12","Italien","Borsa Italiana","EUR"
"NDA","AURUBIS AG","Materialien","Aktien","1.142.341,48","0,04","1.142.341,48","12.202,00","93,62","Deutschland","Xetra","EUR"
"MGRC","MCGRATH RENT","Industrie","Aktien","1.141.130,32","0,04","1.141.130,32","12.839,00","88,88","Vereinigte Staaten","NASDAQ","USD"
"KFY","KORN FERRY","Industrie","Aktien","1.138.506,18","0,04","1.138.506,18","23.709,00","48,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4182","MITSUBISHI GAS CHEMICAL INC","Materialien","Aktien","1.137.455,29","0,04","1.137.455,29","78.700,00","14,45","Japan","Tokyo Stock Exchange","JPY"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Aktien","1.137.103,44","0,04","1.137.103,44","15.433,00","73,68","Vereinigte Staaten","NASDAQ","USD"
"CERT","CERTARA INC","Gesundheitsversorgung","Aktien","1.136.207,53","0,04","1.136.207,53","47.009,00","24,17","Vereinigte Staaten","NASDAQ","USD"
"SYDB","SYDBANK","Financials","Aktien","1.135.550,72","0,04","1.135.550,72","25.453,00","44,61","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"AMBA","AMBARELLA INC","IT","Aktien","1.134.481,92","0,04","1.134.481,92","18.304,00","61,98","Vereinigte Staaten","NASDAQ","USD"
"IOSP","INNOSPEC INC","Materialien","Aktien","1.133.682,65","0,04","1.133.682,65","11.155,00","101,63","Vereinigte Staaten","NASDAQ","USD"
"J91U","ESR-LOGOS","Immobilien","Aktien","1.133.322,73","0,04","1.133.322,73","4.652.377,00","0,24","Singapur","Singapore Exchange","SGD"
"MOGA","MOOG INC CLASS A","Industrie","Aktien","1.133.133,25","0,04","1.133.133,25","12.575,00","90,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GTT","GAZTRANSPORT & TECHNIGAZ SA","Energie","Aktien","1.131.122,63","0,04","1.131.122,63","10.568,00","107,03","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"OTTR","OTTER TAIL CORP","Versorger","Aktien","1.130.694,25","0,04","1.130.694,25","15.715,00","71,95","Vereinigte Staaten","NASDAQ","USD"
"KWR","QUAKER CHEMICAL CORP","Materialien","Aktien","1.128.738,24","0,04","1.128.738,24","6.048,00","186,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMP","AMP LTD","Financials","Aktien","1.128.473,17","0,04","1.128.473,17","1.504.501,00","0,75","Australien","Asx - All Markets","AUD"
"EQC","EQUITY COMMONWEALTH REIT","Immobilien","Aktien","1.127.665,28","0,04","1.127.665,28","54.424,00","20,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EVT","EVOTEC","Gesundheitsversorgung","Aktien","1.124.696,41","0,04","1.124.696,41","61.278,00","18,35","Deutschland","Xetra","EUR"
"RUI","RUBIS","Versorger","Aktien","1.123.918,04","0,04","1.123.918,04","38.015,00","29,57","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ITGR","INTEGER HOLDINGS CORP","Gesundheitsversorgung","Aktien","1.124.159,85","0,04","1.124.159,85","13.651,00","82,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROIV","ROIVANT SCIENCES LTD","Gesundheitsversorgung","Aktien","1.122.691,95","0,04","1.122.691,95","131.309,00","8,55","Vereinigte Staaten","NASDAQ","USD"
"TMDX","TRANSMEDICS GROUP INC","Gesundheitsversorgung","Aktien","1.118.632,20","0,04","1.118.632,20","14.142,00","79,10","Vereinigte Staaten","NASDAQ","USD"
"SPXC","SPX TECHNOLOGIES CORP","Industrie","Aktien","1.118.348,16","0,04","1.118.348,16","17.562,00","63,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MLSR","MELISRON LTD","Immobilien","Aktien","1.116.375,53","0,04","1.116.375,53","16.873,00","66,16","Israel","Tel Aviv Stock Exchange","ILS"
"8","PCCW LTD","Kommunikation","Aktien","1.114.995,10","0,04","1.114.995,10","2.140.000,00","0,52","Hongkong","Hong Kong Exchanges & Clearing Ltd","HKD"
"WERN","WERNER ENTERPRISES INC","Industrie","Aktien","1.113.395,33","0,04","1.113.395,33","24.649,00","45,17","Vereinigte Staaten","NASDAQ","USD"
"ENV","ENVESTNET INC","IT","Aktien","1.109.973,94","0,04","1.109.973,94","17.513,00","63,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SMG","SCOTTS MIRACLE GRO","Materialien","Aktien","1.109.647,29","0,04","1.109.647,29","16.609,00","66,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LXP","LXP INDUSTRIAL TRUST","Immobilien","Aktien","1.108.598,40","0,04","1.108.598,40","117.936,00","9,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CATY","CATHAY GENERAL BANCORP","Financials","Aktien","1.107.737,46","0,04","1.107.737,46","34.758,00","31,87","Vereinigte Staaten","NASDAQ","USD"
"6856","HORIBA LTD","IT","Aktien","1.106.686,74","0,04","1.106.686,74","20.200,00","54,79","Japan","Tokyo Stock Exchange","JPY"
"VIS","VISCOFAN SA","Nichtzyklische Konsumgüter","Aktien","1.106.391,71","0,04","1.106.391,71","16.112,00","68,67","Spanien","Bolsa De Madrid","EUR"
"IPAR","INTER PARFUMS INC","Nichtzyklische Konsumgüter","Aktien","1.106.397,31","0,04","1.106.397,31","7.289,00","151,79","Vereinigte Staaten","NASDAQ","USD"
"UNF","UNIFIRST CORP","Industrie","Aktien","1.105.658,40","0,04","1.105.658,40","6.755,00","163,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOCS","FOCUS FINANCIAL PARTNERS INC CLASS","Financials","Aktien","1.104.711,86","0,04","1.104.711,86","21.269,00","51,94","Vereinigte Staaten","NASDAQ","USD"
"AMKR","AMKOR TECHNOLOGY INC","IT","Aktien","1.104.742,45","0,04","1.104.742,45","49.385,00","22,37","Vereinigte Staaten","NASDAQ","USD"
"SONO","SONOS INC","Zyklische Konsumgüter ","Aktien","1.102.366,44","0,04","1.102.366,44","52.146,00","21,14","Vereinigte Staaten","NASDAQ","USD"
"9706","JAPAN AIRPORT TERMINAL LTD","Industrie","Aktien","1.102.074,69","0,04","1.102.074,69","22.600,00","48,76","Japan","Tokyo Stock Exchange","JPY"
"PIPR","PIPER SANDLER COMPANIES","Financials","Aktien","1.099.908,24","0,04","1.099.908,24","8.121,00","135,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOLD","AMICUS THERAPEUTICS INC","Gesundheitsversorgung","Aktien","1.099.450,42","0,04","1.099.450,42","95.273,00","11,54","Vereinigte Staaten","NASDAQ","USD"
"AXSM","AXSOME THERAPEUTICS INC","Gesundheitsversorgung","Aktien","1.098.772,33","0,04","1.098.772,33","15.361,00","71,53","Vereinigte Staaten","NASDAQ","USD"
"ALLN","ALLREAL HOLDING AG","Immobilien","Aktien","1.097.561,93","0,04","1.097.561,93","6.175,00","177,74","Schweiz","SIX Swiss Exchange","CHF"
"GEI","GIBSON ENERGY INC","Energie","Aktien","1.097.139,82","0,04","1.097.139,82","64.726,00","16,95","Kanada","Toronto Stock Exchange","CAD"
"9024","SEIBU HOLDINGS INC","Industrie","Aktien","1.096.593,84","0,04","1.096.593,84","98.300,00","11,16","Japan","Tokyo Stock Exchange","JPY"
"SHOO","STEVEN MADDEN LTD","Zyklische Konsumgüter ","Aktien","1.096.716,96","0,04","1.096.716,96","31.299,00","35,04","Vereinigte Staaten","NASDAQ","USD"
"SMWH","WH SMITH PLC","Zyklische Konsumgüter ","Aktien","1.095.972,21","0,04","1.095.972,21","55.398,00","19,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"AYX","ALTERYX INC CLASS A","IT","Aktien","1.095.086,25","0,04","1.095.086,25","26.625,00","41,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6460","SEGA SAMMY HOLDINGS INC","Zyklische Konsumgüter ","Aktien","1.095.118,42","0,04","1.095.118,42","58.800,00","18,62","Japan","Tokyo Stock Exchange","JPY"
"TIP","TAMBURI INVESTMENT PARTNERS","Financials","Aktien","1.094.097,67","0,04","1.094.097,67","114.570,00","9,55","Italien","Borsa Italiana","EUR"
"SECT B","SECTRA CLASS B","Gesundheitsversorgung","Aktien","1.092.997,26","0,04","1.092.997,26","69.333,00","15,76","Schweden","Nasdaq Omx Nordic","SEK"
"MYRG","MYR GROUP INC","Industrie","Aktien","1.092.778,62","0,04","1.092.778,62","8.538,00","127,99","Vereinigte Staaten","NASDAQ","USD"
"BB","BLACKBERRY LTD","IT","Aktien","1.092.445,74","0,04","1.092.445,74","280.622,00","3,89","Kanada","Toronto Stock Exchange","CAD"
"VSH","VISHAY INTERTECHNOLOGY INC","IT","Aktien","1.091.346,69","0,04","1.091.346,69","51.261,00","21,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MDC","MEDICLINIC INTERNATIONAL PLC","Gesundheitsversorgung","Aktien","1.089.060,46","0,04","1.089.060,46","173.710,00","6,27","Vereinigtes Königreich","London Stock Exchange","GBP"
"CVCO","CAVCO INDUSTRIES INC","Zyklische Konsumgüter ","Aktien","1.088.297,50","0,04","1.088.297,50","3.625,00","300,22","Vereinigte Staaten","NASDAQ","USD"
"INSM","INSMED INC","Gesundheitsversorgung","Aktien","1.085.857,50","0,04","1.085.857,50","55.685,00","19,50","Vereinigte Staaten","NASDAQ","USD"
"CNU","CHORUS LTD","Kommunikation","Aktien","1.083.084,56","0,04","1.083.084,56","202.958,00","5,34","Neuseeland","New Zealand Exchange Ltd","NZD"
"ASB","ASSOCIATED BANCORP","Financials","Aktien","1.082.387,98","0,04","1.082.387,98","60.706,00","17,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AXFO","AXFOOD","Nichtzyklische Konsumgüter","Aktien","1.081.730,07","0,04","1.081.730,07","43.649,00","24,78","Schweden","Nasdaq Omx Nordic","SEK"
"SSPG","SSP GROUP PLC","Zyklische Konsumgüter ","Aktien","1.080.720,36","0,04","1.080.720,36","333.526,00","3,24","Vereinigtes Königreich","London Stock Exchange","GBP"
"CVLT","COMMVAULT SYSTEMS INC","IT","Aktien","1.079.451,75","0,04","1.079.451,75","18.525,00","58,27","Vereinigte Staaten","NASDAQ","USD"
"SVW","SEVEN GROUP HOLDINGS LTD","Industrie","Aktien","1.077.759,54","0,04","1.077.759,54","68.784,00","15,67","Australien","Asx - All Markets","AUD"
"NEX","NEXANS SA","Industrie","Aktien","1.077.252,18","0,04","1.077.252,18","12.534,00","85,95","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SEAS","SEAWORLD ENTERTAINMENT INC","Zyklische Konsumgüter ","Aktien","1.076.526,92","0,04","1.076.526,92","20.062,00","53,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GKOS","GLAUKOS CORP","Gesundheitsversorgung","Aktien","1.076.196,52","0,04","1.076.196,52","22.652,00","47,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ESAB","ESAB CORP","Industrie","Aktien","1.074.757,76","0,04","1.074.757,76","18.416,00","58,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REZI","RESIDEO TECHNOLOGIES INC","Industrie","Aktien","1.074.319,00","0,04","1.074.319,00","60.355,00","17,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BUR","BURFORD CAPITAL LTD","Financials","Aktien","1.072.454,42","0,04","1.072.454,42","81.573,00","13,15","Vereinigtes Königreich","London Stock Exchange","GBP"
"ENOV","ENOVIS CORP","Gesundheitsversorgung","Aktien","1.071.858,25","0,04","1.071.858,25","18.401,00","58,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AXNX","AXONICS INC","Gesundheitsversorgung","Aktien","1.069.962,66","0,04","1.069.962,66","18.621,00","57,46","Vereinigte Staaten","NASDAQ","USD"
"WOR","WORTHINGTON INDUSTRIES INC","Materialien","Aktien","1.065.872,33","0,04","1.065.872,33","17.947,00","59,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6770","ALPS ALPINE LTD","IT","Aktien","1.065.710,72","0,04","1.065.710,72","117.500,00","9,07","Japan","Tokyo Stock Exchange","JPY"
"TCBI","TEXAS CAPITAL BANCSHARES INC","Financials","Aktien","1.065.400,50","0,04","1.065.400,50","21.202,00","50,25","Vereinigte Staaten","NASDAQ","USD"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","IT","Aktien","1.065.055,04","0,04","1.065.055,04","18.256,00","58,34","Vereinigte Staaten","NASDAQ","USD"
"PRGS","PROGRESS SOFTWARE CORP","IT","Aktien","1.064.068,32","0,04","1.064.068,32","19.389,00","54,88","Vereinigte Staaten","NASDAQ","USD"
"WHD","CACTUS INC CLASS A","Energie","Aktien","1.063.045,28","0,04","1.063.045,28","26.261,00","40,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GFTU","GRAFTON GROUP UNITS PLC","Industrie","Aktien","1.062.309,27","0,04","1.062.309,27","97.506,00","10,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"ALGM","ALLEGRO MICROSYSTEMS INC","IT","Aktien","1.061.081,28","0,04","1.061.081,28","29.664,00","35,77","Vereinigte Staaten","NASDAQ","USD"
"BRAV","BRAVIDA HOLDING","Industrie","Aktien","1.059.092,06","0,04","1.059.092,06","87.256,00","12,14","Schweden","Nasdaq Omx Nordic","SEK"
"8963","INVINCIBLE INVESTMENT REIT CORP","Immobilien","Aktien","1.058.768,41","0,04","1.058.768,41","2.456,00","431,09","Japan","Tokyo Stock Exchange","JPY"
"CJLU","NETLINK NBN TRUST UNITS","Kommunikation","Aktien","1.058.801,48","0,04","1.058.801,48","1.614.400,00","0,66","Singapur","Singapore Exchange","SGD"
"TNDM","TANDEM DIABETES CARE INC","Gesundheitsversorgung","Aktien","1.056.588,10","0,04","1.056.588,10","26.695,00","39,58","Vereinigte Staaten","NASDAQ","USD"
"VRNS","VARONIS SYSTEMS INC","IT","Aktien","1.055.841,24","0,04","1.055.841,24","45.589,00","23,16","Vereinigte Staaten","NASDAQ","USD"
"ESE","ESCO TECHNOLOGIES INC","Industrie","Aktien","1.053.504,63","0,04","1.053.504,63","11.259,00","93,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXTR","EXTREME NETWORKS INC","IT","Aktien","1.052.789,36","0,04","1.052.789,36","59.212,00","17,78","Vereinigte Staaten","NASDAQ","USD"
"NTST","NETSTREIT CORP","Immobilien","Aktien","1.052.952,02","0,04","1.052.952,02","57.791,00","18,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BMED","BANCA MEDIOLANUM","Financials","Aktien","1.050.107,25","0,04","1.050.107,25","116.083,00","9,05","Italien","Borsa Italiana","EUR"
"PGNY","PROGYNY INC","Gesundheitsversorgung","Aktien","1.049.320,32","0,04","1.049.320,32","31.568,00","33,24","Vereinigte Staaten","NASDAQ","USD"
"5101","YOKOHAMA RUBBER LTD","Zyklische Konsumgüter ","Aktien","1.048.987,63","0,04","1.048.987,63","48.600,00","21,58","Japan","Tokyo Stock Exchange","JPY"
"VAL","VALARIS LTD","Energie","Aktien","1.047.780,00","0,04","1.047.780,00","17.463,00","60,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7167","MEBUKI FINANCIAL GROUP INC","Financials","Aktien","1.047.383,69","0,04","1.047.383,69","411.000,00","2,55","Japan","Tokyo Stock Exchange","JPY"
"MC","MOELIS CLASS A","Financials","Aktien","1.047.116,84","0,04","1.047.116,84","27.643,00","37,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"S","SENTINELONE INC CLASS A","IT","Aktien","1.047.121,20","0,04","1.047.121,20","65.160,00","16,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PD","PAGERDUTY INC","IT","Aktien","1.044.825,48","0,04","1.044.825,48","34.758,00","30,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6113","AMADA LTD","Industrie","Aktien","1.044.321,23","0,04","1.044.321,23","112.500,00","9,28","Japan","Tokyo Stock Exchange","JPY"
"BLX","BORALEX INC CLASS A","Versorger","Aktien","1.044.392,46","0,04","1.044.392,46","35.861,00","29,12","Kanada","Toronto Stock Exchange","CAD"
"SJ","STELLA JONES INC","Materialien","Aktien","1.044.020,60","0,04","1.044.020,60","26.707,00","39,09","Kanada","Toronto Stock Exchange","CAD"
"CRS","CARPENTER TECHNOLOGY CORP","Materialien","Aktien","1.043.249,94","0,04","1.043.249,94","19.781,00","52,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GH","GUARDANT HEALTH INC","Gesundheitsversorgung","Aktien","1.043.264,64","0,04","1.043.264,64","46.244,00","22,56","Vereinigte Staaten","NASDAQ","USD"
"COLM","COLUMBIA SPORTSWEAR","Zyklische Konsumgüter ","Aktien","1.042.746,28","0,04","1.042.746,28","12.482,00","83,54","Vereinigte Staaten","NASDAQ","USD"
"MX","METHANEX CORP","Materialien","Aktien","1.041.554,08","0,04","1.041.554,08","23.292,00","44,72","Kanada","Toronto Stock Exchange","CAD"
"FSLY","FASTLY INC CLASS A","IT","Aktien","1.041.132,76","0,04","1.041.132,76","70.442,00","14,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PLXS","PLEXUS CORP","IT","Aktien","1.039.056,13","0,04","1.039.056,13","11.879,00","87,47","Vereinigte Staaten","NASDAQ","USD"
"CRVL","CORVEL CORP","Gesundheitsversorgung","Aktien","1.038.232,17","0,04","1.038.232,17","5.139,00","202,03","Vereinigte Staaten","NASDAQ","USD"
"9006","KEIKYU CORP","Industrie","Aktien","1.038.240,37","0,04","1.038.240,37","107.100,00","9,69","Japan","Tokyo Stock Exchange","JPY"
"AGYS","AGILYSYS INC","IT","Aktien","1.038.166,12","0,04","1.038.166,12","13.303,00","78,04","Vereinigte Staaten","NASDAQ","USD"
"BNL","BROADSTONE NET LEASE INC","Immobilien","Aktien","1.037.143,80","0,04","1.037.143,80","64.140,00","16,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BCC","BOISE CASCADE","Industrie","Aktien","1.035.921,15","0,04","1.035.921,15","15.165,00","68,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PTEN","PATTERSON UTI ENERGY INC","Energie","Aktien","1.035.679,26","0,04","1.035.679,26","92.554,00","11,19","Vereinigte Staaten","NASDAQ","USD"
"KCR","KONECRANES","Industrie","Aktien","1.033.990,23","0,04","1.033.990,23","26.405,00","39,16","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"PAGP","PLAINS GP HOLDINGS CLASS A","Energie","Aktien","1.033.756,40","0,04","1.033.756,40","77.146,00","13,40","Vereinigte Staaten","NASDAQ","USD"
"4565","SOSEI GROUP CORP","Gesundheitsversorgung","Aktien","1.033.758,31","0,04","1.033.758,31","52.700,00","19,62","Japan","Tokyo Stock Exchange","JPY"
"WOSG","WATCHES OF SWITZERLAND GROUP PLC","Zyklische Konsumgüter ","Aktien","1.032.309,72","0,04","1.032.309,72","98.775,00","10,45","Vereinigtes Königreich","London Stock Exchange","GBP"
"ACAD","ACADIA PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","1.031.924,07","0,04","1.031.924,07","48.379,00","21,33","Vereinigte Staaten","NASDAQ","USD"
"SKT","TANGER FACTORY OUTLET CENTERS REIT","Immobilien","Aktien","1.031.937,03","0,04","1.031.937,03","52.623,00","19,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"INRN","INTERROLL HOLDING AG","Industrie","Aktien","1.031.301,61","0,04","1.031.301,61","282,00","3.657,10","Schweiz","SIX Swiss Exchange","CHF"
"EDR","ENDEAVOR GROUP HOLDINGS INC CLASS","Kommunikation","Aktien","1.030.658,62","0,04","1.030.658,62","39.979,00","25,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8985","JAPAN HOTEL INVESTMENT REIT CORP","Immobilien","Aktien","1.027.083,32","0,04","1.027.083,32","1.821,00","564,02","Japan","Tokyo Stock Exchange","JPY"
"VATN","VALIANT HOLDING AG","Financials","Aktien","1.026.746,36","0,04","1.026.746,36","8.821,00","116,40","Schweiz","SIX Swiss Exchange","CHF"
"GRT.UN","GRANITE REAL ESTATE INVESTMENT STA","Immobilien","Aktien","1.025.744,20","0,04","1.025.744,20","16.511,00","62,12","Kanada","Toronto Stock Exchange","CAD"
"CBZ","CBIZ INC","Industrie","Aktien","1.023.555,94","0,04","1.023.555,94","19.426,00","52,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ARNC","ARCONIC CORP","Materialien","Aktien","1.022.744,25","0,04","1.022.744,25","41.323,00","24,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VTSC","VITESCO TECHNOLOGIES GROUP N AG","Zyklische Konsumgüter ","Aktien","1.022.476,22","0,04","1.022.476,22","14.938,00","68,45","Deutschland","Xetra","EUR"
